Horizonte (meses),IPC_ECOICOP Índice General,Ira,Miedo,Tristeza,Alegria
1,1.0000000000000002,0.0,0.0,0.0,0.0
2,0.05572336967851364,0.9442766303214866,0.0,0.0,0.0
3,0.006098970990207713,0.010107644351923729,0.9837933846578686,0.0,0.0
4,0.044305255495788176,0.17008212417480825,0.08414699590378867,0.7014656244256148,0.0
5,0.021736774722367732,0.007067291713141484,0.0006325789427952365,0.0058743219008353794,0.9646890327208603
